Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:01:38,1,1,TRACE1,474.570,271.972,-22.237,-,16.2948,16.1256,16.0599,16.6506,,45.7399,44.4956,46.9700,46.5420,,48.1231,46.8654,49.0487,49.0143,,50.7433,49.7124,51.5727,51.4705,,,54.2792,54.6462,56.3730,,,52.0152,52.4449,53.9448,,,49.2117,49.8902,51.3805,,0.4092,0.3958,0.3814,0.4754,,0.5053,0.4928,0.4734,0.5852,,3.4684,3.3994,3.2989,4.0668,,1.7632,1.6156,1.6278,1.8497,,1.7052,1.7838,1.6712,2.2171,,3.0840,3.0329,2.8773,3.3799,,0.8361,0.7169,0.7167,0.7271,0.8092,1.0762,0.8932,0.9016,0.9144,1.0163,7.4516,6.4462,6.4913,5.7888,6.6166,3.4706,3.0087,2.8694,2.8808,3.1671,3.9810,3.4375,3.6219,2.9080,3.4496,6.6806,5.6874,5.9654,5.6231,6.0742,48.2416,47.1040,49.2713,49.0062,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:01:59,1,1,TRACE2,474.398,268.409,-22.236,-,16.4041,16.7001,16.7363,16.5103,,46.1325,46.1898,45.9622,45.8238,,48.3801,48.9572,48.4841,48.0610,,51.0443,51.7399,51.0208,50.5183,,,55.5872,54.7944,54.3905,,,52.8989,52.2045,52.0447,,,50.0718,49.5758,49.5551,,0.3907,0.4111,0.4278,0.4309,,0.4825,0.5083,0.5219,0.5319,,2.9383,3.1579,3.1256,3.4794,,1.4670,1.5223,1.5475,1.7411,,1.4713,1.6356,1.5781,1.7384,,2.8541,3.0136,3.0106,3.1683,,0.9068,0.7738,0.8683,0.7692,0.8656,1.1716,0.9657,1.0842,0.9512,1.1169,8.1774,6.1895,6.6835,6.1126,7.8133,4.1488,2.9550,3.2754,3.0445,3.6933,4.0286,3.2345,3.4080,3.0681,4.1200,7.1240,5.8201,6.2791,5.7320,6.8977,48.5884,48.9648,48.4915,48.1710,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:02:21,1,1,TRACE3,468.974,272.002,-22.237,-,16.8327,16.8804,16.9684,16.6742,,41.5578,41.3504,42.3989,42.2604,,43.8432,43.5816,44.7807,44.6292,,46.1400,46.1582,47.0502,46.7856,,,58.2113,58.5095,56.8657,,,55.9277,56.2615,54.5155,,,53.4024,53.9370,52.3054,,0.4863,0.4090,0.4269,0.4226,,0.5934,0.5023,0.5225,0.5201,,4.2116,3.5071,3.5276,4.0272,,2.0392,1.6635,1.6667,1.9173,,2.1724,1.8436,1.8610,2.1099,,3.6142,3.0723,3.1623,3.1766,,0.7715,0.6852,0.7036,0.7182,0.7572,1.0080,0.8708,0.9011,0.9008,0.9602,8.2685,6.3263,6.7597,6.7232,8.1997,4.2572,2.7366,3.2088,2.9431,3.8301,4.0113,3.5897,3.5509,3.7802,4.3695,7.3473,5.7540,5.9355,5.7961,6.6228,43.8489,43.7543,44.7245,44.5230,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:02:42,1,1,TRACE4,465.420,272.260,-22.237,-,16.4093,16.4621,16.4503,16.3138,,41.6945,39.8364,42.6922,40.7155,,43.7162,42.0500,44.9929,42.7020,,45.8276,44.1764,46.9194,44.6309,,,59.5751,59.0597,58.3667,,,57.5031,56.7474,56.1633,,,55.3316,54.7083,54.2516,,0.4048,0.4490,0.4216,0.4805,,0.4976,0.5551,0.5199,0.5935,,3.2813,3.9269,3.7432,3.7257,,1.6167,1.9075,1.8520,1.7349,,1.6646,2.0193,1.8912,1.9908,,3.0566,3.3577,3.2231,3.4253,,1.0710,0.6957,0.7813,0.7606,0.7451,1.3435,0.8843,0.9875,0.9662,0.9321,9.1807,5.9503,6.1716,6.4959,6.2567,4.5599,2.7934,3.0341,3.0641,3.0095,4.6208,3.1569,3.1375,3.4319,3.2472,8.3633,5.6127,5.8710,6.1828,5.6578,43.7611,42.0064,44.8058,42.6732,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:03:04,1,1,TRACE5,474.315,259.281,-22.232,-,16.5772,16.1081,16.5482,16.7741,,68.9664,70.0405,69.5088,68.9409,,71.0655,72.3085,71.7715,71.0365,,73.7638,75.0248,74.8643,74.4268,,,81.7497,81.1307,80.3487,,,79.5441,78.8240,78.1327,,,76.9645,75.9619,74.9362,,0.4380,0.4110,0.4337,0.4061,,0.5393,0.5098,0.5396,0.5072,,3.6515,3.2504,3.5143,3.1545,,1.7969,1.6307,1.6654,1.5483,,1.8545,1.6197,1.8489,1.6062,,3.2390,3.0431,3.2564,2.9967,,1.1538,0.8596,0.9190,1.4780,2.0955,1.5206,1.1303,1.2162,1.9863,2.6971,12.2000,9.5899,9.4079,16.3326,19.4559,6.2534,5.1233,4.9826,9.0205,10.4419,5.9466,4.4667,4.4252,7.3121,9.0140,10.7096,8.2608,8.6103,13.2964,16.9837,71.3651,72.5327,72.1865,71.6839,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:03:26,1,1,TRACE6,473.077,255.624,-22.232,-,16.4698,16.4743,16.2024,16.4849,,69.5401,66.9514,66.9701,67.8671,,71.7023,69.0750,69.1293,69.9571,,74.1349,71.4767,71.7805,72.7960,,,82.9090,82.4657,81.5263,,,80.7892,80.2718,79.4236,,,78.4806,77.7142,76.7993,,0.4072,0.4084,0.4032,0.4128,,0.5000,0.5078,0.5004,0.5098,,3.0941,3.2466,3.1014,3.4512,,1.5503,1.7138,1.4880,1.7152,,1.5438,1.5328,1.6133,1.7360,,2.8772,3.0141,2.9164,3.0863,,1.1920,0.7246,0.9669,1.6307,2.0360,1.5639,0.9575,1.3202,2.1629,2.6005,10.9881,8.0222,11.6950,16.8800,18.1113,5.6710,4.0716,6.0384,8.8853,10.4936,5.3171,3.9506,5.6566,7.9947,7.6177,10.0779,7.1677,9.7500,14.3100,15.3391,71.8375,69.2140,69.3753,70.3316,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:03:48,1,1,TRACE7,469.027,259.002,-22.232,-,16.7587,16.8123,16.4074,16.6408,,66.9595,64.6951,64.1912,64.4129,,69.0666,66.9384,66.5395,66.7963,,71.8628,70.1404,69.4722,70.1061,,,83.9023,86.3433,86.2014,,,81.7012,84.0283,83.8075,,,78.7332,80.8785,80.7434,,0.4812,0.4921,0.4875,0.4758,,0.5870,0.6044,0.6014,0.5875,,4.2634,3.9131,4.1183,3.6842,,1.8884,1.9520,1.9031,1.8619,,2.3750,1.9611,2.2152,1.8224,,3.4972,3.4974,3.6401,3.4197,,0.9899,0.7958,0.8615,1.4800,1.7959,1.3253,1.0459,1.1555,2.0052,2.4542,10.9405,9.7621,11.9873,15.8510,19.2690,5.3559,4.7554,5.9173,9.3528,11.3054,5.5846,5.0068,6.0699,6.4982,7.9636,9.8387,8.5816,10.1437,14.5219,17.3658,69.4112,67.4177,66.8317,67.2595,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:04:09,1,1,TRACE8,465.365,259.232,-22.232,-,16.8410,16.9250,16.9565,16.6640,,64.9570,65.5038,66.7165,63.8566,,67.1146,67.5207,68.8318,66.2080,,69.4646,69.9864,71.4357,69.2487,,,84.7178,83.7737,85.2464,,,82.5515,81.7803,82.9231,,,80.0677,79.3228,80.1791,,0.4818,0.4787,0.5274,0.5210,,0.5869,0.5906,0.6462,0.6510,,3.8277,3.8182,3.9619,4.2848,,1.8660,1.8961,1.8775,2.1846,,1.9617,1.9221,2.0844,2.1001,,3.4631,3.4087,3.5557,3.8392,,0.9654,0.7560,0.8162,1.1654,1.6508,1.2888,0.9763,1.0677,1.5544,2.1656,11.0071,8.6498,9.0782,14.9194,16.0970,5.4933,4.4782,4.8953,7.7226,8.3778,5.5138,4.1715,4.1829,7.1968,7.7192,9.8452,7.7938,7.8689,12.8642,14.2867,67.2108,67.7451,69.0761,66.5527,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:04:31,1,1,TRACE9,474.433,271.968,-22.237,-,16.3860,16.0950,16.0276,16.5716,,45.7376,44.5704,47.0383,46.5102,,48.1419,46.9172,49.0806,49.0169,,50.8083,49.6318,51.7516,51.4541,,,54.3594,54.4997,56.3482,,,52.1849,52.2995,53.9204,,,49.4636,49.8071,51.2677,,0.4180,0.4052,0.4221,0.4725,,0.5173,0.5019,0.5200,0.5868,,3.7371,3.7634,3.2936,3.8058,,1.8556,1.7736,1.6376,1.9076,,1.8815,1.9899,1.6560,1.8982,,3.3281,3.0807,3.0817,3.4293,,0.7886,0.7946,0.6901,0.7115,0.9036,1.0157,0.9924,0.8764,0.8961,1.1428,7.2249,6.8976,7.2313,5.9914,7.3440,3.2431,3.0421,3.0583,2.9479,3.2715,3.9818,3.8554,4.1730,3.0435,4.0725,6.4867,6.0682,6.0737,5.6329,6.6532,48.2730,47.1011,49.3950,48.9822,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_3_BA,2016-05-24 14:04:52,1,1,TRACE10,472.383,268.408,-22.237,-,16.4944,16.7747,16.7829,16.6364,,45.9583,46.8845,46.5085,46.1347,,48.5039,49.5677,49.2608,48.5750,,51.0459,52.4526,52.0731,51.0488,,,55.4832,53.7476,54.1264,,,52.8769,50.9886,51.5054,,,50.0981,48.1983,48.9042,,0.4741,0.4146,0.4104,0.4121,,0.5833,0.5093,0.5043,0.5084,,4.5340,3.3217,3.3889,3.1778,,2.1539,1.5855,1.5785,1.6062,,2.3801,1.7361,1.8104,1.5716,,3.7135,3.0299,3.0793,3.0562,,0.7704,0.7747,0.8739,0.8693,0.9485,0.9660,0.9918,1.0976,1.0946,1.2318,6.1558,6.3682,7.0468,7.2910,8.5131,2.9830,3.0562,3.3473,3.4430,4.1813,3.1728,3.3120,3.6995,3.8480,4.3318,5.7341,6.1307,6.3761,6.5971,7.5396,48.5021,49.6686,49.2908,48.5918,,
