Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:28:57,1,1,TRACE1,453.125,272.165,-22.235,-,16.7126,16.4713,16.2758,16.6165,,43.0400,42.3026,44.5414,43.2057,,45.4131,44.7094,46.8512,45.5650,,47.9190,47.2131,49.6208,48.5429,,,56.1518,57.5499,58.3370,,,53.9141,55.1181,56.0215,,,51.4102,52.3668,53.1511,,0.4148,0.3757,0.3608,0.3813,,0.5130,0.4686,0.4500,0.4762,,3.3695,3.3538,3.0718,2.9197,,1.6774,1.7154,1.4971,1.4705,,1.6921,1.6384,1.5747,1.4493,,3.1116,2.8306,2.7229,2.8263,,0.6612,0.6735,0.6860,0.6884,0.7512,0.8479,0.8433,0.8592,0.8613,0.9559,5.8919,6.1462,5.9472,5.7548,6.6891,3.0181,2.9809,2.9042,2.8086,3.4085,2.8738,3.1653,3.0430,2.9462,3.2806,5.5490,5.2735,5.3642,5.2919,6.0499,45.4795,44.7578,47.0811,45.8743,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:29:18,1,1,TRACE2,452.959,268.602,-22.235,-,16.0354,16.2014,16.3126,16.2506,,42.0945,42.0272,41.5400,41.5342,,44.1016,44.4616,43.9717,43.9269,,46.5967,47.0619,46.5532,46.3454,,,59.5434,58.1405,59.0939,,,57.3888,55.7161,56.6059,,,54.9465,53.1539,54.0707,,0.4029,0.4023,0.3679,0.4201,,0.5042,0.4919,0.4530,0.5167,,3.3975,3.3512,3.1292,3.4667,,1.6525,1.5332,1.4776,1.5352,,1.7451,1.8180,1.6516,1.9315,,2.9717,2.9073,2.7430,3.0984,,0.8249,0.6433,0.6407,0.6975,0.6659,1.0717,0.8165,0.8092,0.8751,0.8365,8.7067,6.3708,5.5133,6.2665,5.5365,4.5142,2.9919,2.7247,2.8799,2.8262,4.1925,3.3789,2.7886,3.3867,2.7103,7.0998,5.4068,5.1756,5.5763,5.0840,44.3456,44.5445,44.0466,43.9398,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:29:40,1,1,TRACE3,447.529,272.187,-22.235,-,16.5862,16.7846,16.8058,16.5818,,42.9295,41.1153,42.7550,42.2319,,45.0401,43.4672,44.9433,44.4194,,47.2428,45.9267,47.5584,46.7039,,,57.9630,58.7418,57.9353,,,55.8035,56.3107,55.8359,,,53.4443,53.6972,53.4060,,0.3907,0.4087,0.3748,0.3729,,0.4875,0.5057,0.4623,0.4636,,3.7917,3.1190,3.2108,4.0454,,1.7215,1.4726,1.4590,1.7762,,2.0701,1.6465,1.7518,2.2692,,3.2292,2.9768,2.8617,3.1480,,0.8385,0.7330,0.8611,0.8433,0.7933,1.0552,0.9267,1.0577,1.0497,0.9969,8.1913,6.2112,6.8451,6.4678,6.1026,4.0280,2.9559,3.4441,3.1147,2.9408,4.1633,3.2553,3.4010,3.3531,3.1618,6.9162,5.8645,6.0722,6.1329,5.7875,45.0861,43.5210,45.1567,44.4679,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:30:01,1,1,TRACE4,443.975,272.439,-22.235,-,16.6327,16.6629,16.7334,16.6326,,42.0485,42.9734,41.5335,43.2199,,44.3105,45.3005,43.9220,45.7047,,47.0089,47.6928,46.2593,48.2020,,,57.2562,58.0533,58.5045,,,54.9780,55.7969,55.9313,,,52.6172,53.4195,53.5191,,0.4092,0.4248,0.4130,0.3902,,0.5050,0.5279,0.5159,0.4887,,3.6910,4.0790,3.7398,3.7733,,1.8013,1.8209,1.7553,1.8736,,1.8897,2.2582,1.9846,1.8997,,3.0965,3.2312,3.1811,3.2283,,0.8659,0.6003,0.6759,0.6533,0.6325,1.1198,0.7637,0.8600,0.8226,0.8090,8.6372,5.4480,6.0255,5.5794,5.6210,4.1542,2.5343,2.9905,2.6897,2.4482,4.4831,2.9137,3.0350,2.8898,3.1729,7.1183,5.1214,5.4671,5.2150,5.2954,44.5287,45.3331,43.8964,45.7110,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:30:23,1,1,TRACE5,452.890,259.475,-22.232,-,16.3956,15.9223,16.3033,16.5840,,65.5300,65.8963,65.0822,65.0783,,67.8420,68.0965,67.3017,67.1296,,70.7316,70.6085,70.0938,70.2138,,,85.5117,85.6956,84.3195,,,83.1875,83.5440,82.1527,,,80.3916,80.8879,79.4323,,0.4080,0.3970,0.3744,0.3692,,0.5029,0.4894,0.4678,0.4553,,3.1711,3.1697,3.1689,2.8714,,1.5532,1.6218,1.5710,1.4373,,1.6178,1.5479,1.5979,1.4341,,2.9926,2.8902,2.9076,2.7088,,0.9426,0.6288,0.9109,1.3046,1.9298,1.2524,0.8262,1.2176,1.7533,2.5589,9.4798,6.6656,9.0970,14.3976,17.3870,4.9157,3.5267,5.2524,7.5577,9.9643,4.5641,3.1388,3.8447,6.8399,7.4227,8.7101,6.1780,8.5004,12.0083,15.5523,68.1308,68.2524,67.5880,67.6461,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:30:44,1,1,TRACE6,451.657,255.815,-22.232,-,16.2580,16.5383,16.4993,16.3673,,66.9470,64.6574,64.8618,65.4765,,69.1835,66.7348,66.8830,67.7017,,71.7412,69.2016,69.4550,70.7870,,,85.4430,84.7828,84.0283,,,83.1693,82.7932,82.0165,,,80.6184,80.4886,79.2262,,0.4222,0.4198,0.4140,0.3968,,0.5263,0.5158,0.5179,0.4964,,3.1978,3.1410,3.4041,3.1235,,1.5440,1.5521,1.5739,1.5402,,1.6539,1.5889,1.8302,1.5833,,3.0668,2.9487,3.2191,3.0414,,1.0863,0.6219,0.7069,1.2105,2.0719,1.4679,0.7996,0.9270,1.6652,2.6438,11.0976,5.7265,7.5581,12.9285,22.1147,5.6937,2.9354,3.8068,7.5121,11.3200,5.4039,2.7911,3.7513,5.4165,10.7947,9.8854,5.4834,6.8954,11.9151,16.6713,69.3441,66.9295,67.1584,68.1317,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:31:05,1,1,TRACE7,447.602,259.187,-22.230,-,16.5132,16.7985,16.7418,16.4576,,65.8259,64.7016,64.8245,65.5585,,67.8263,66.6635,66.8631,67.6399,,70.0311,69.2718,69.6467,70.2137,,,84.7187,86.1338,85.4593,,,82.7361,84.1291,83.4093,,,80.3961,81.4238,80.7373,,0.4087,0.4401,0.3844,0.3952,,0.5056,0.5462,0.4776,0.4926,,3.6298,3.4388,3.8951,3.6062,,1.7095,1.6412,1.7806,1.9132,,1.9203,1.7976,2.1145,1.6929,,3.1256,3.1631,3.2215,3.1467,,0.7923,0.6863,0.7867,1.2333,1.7891,1.0843,0.9042,1.0668,1.7162,2.3833,9.8260,8.5354,10.2201,14.6780,17.6983,5.3571,4.5972,5.6566,8.8111,9.5926,4.4689,3.9382,4.5634,5.8669,8.1056,8.6506,7.6021,8.6610,12.8410,15.2755,67.9285,66.9867,67.2356,67.8861,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:31:27,1,1,TRACE8,443.939,259.411,-22.230,-,17.1109,16.5618,16.7119,16.7644,,65.1587,65.6195,65.3207,67.2099,,67.1208,67.6831,67.3038,69.1901,,69.5833,70.0628,69.6692,72.0639,,,84.5217,85.0288,83.8544,,,82.5118,82.9851,81.9241,,,80.2605,80.5437,79.4201,,0.4947,0.5439,0.5392,0.5147,,0.6049,0.6650,0.6521,0.6343,,3.9013,4.2669,3.9128,3.8865,,1.9906,2.1222,1.8284,1.9182,,1.9107,2.1446,2.0844,1.9683,,3.5051,3.6660,3.5854,3.6356,,0.8289,0.6767,0.8570,1.2417,1.8202,1.0971,0.8535,1.1093,1.6353,2.3470,8.4859,7.3443,8.8550,12.8790,14.7498,4.2450,4.0241,4.6021,6.9196,8.8503,4.2409,3.3202,4.2528,5.9594,5.8996,7.4808,6.5868,8.1086,11.2896,13.8126,67.3710,67.8412,67.4949,69.6369,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:31:48,1,1,TRACE9,452.988,272.161,-22.235,-,16.5543,16.2449,16.0502,16.4353,,43.0087,42.2961,44.6928,43.0869,,45.3856,44.7713,46.8307,45.3620,,47.8868,47.0599,49.3994,48.1528,,,56.0938,57.2168,58.5040,,,53.8166,54.8534,56.2435,,,51.5118,52.4225,53.4911,,0.3874,0.3718,0.3910,0.3727,,0.4835,0.4634,0.4922,0.4669,,3.3064,2.9146,3.0660,3.2739,,1.6617,1.4670,1.5268,1.5348,,1.6447,1.4476,1.5393,1.7391,,2.9138,2.7745,2.9651,2.9025,,0.6841,0.6058,0.6325,0.6296,0.6764,0.8559,0.7627,0.7894,0.7978,0.8765,6.0265,4.9121,4.9116,5.6595,6.0780,3.0308,2.4458,2.3930,2.8709,2.8406,2.9957,2.4663,2.5186,2.7885,3.2373,5.4008,4.7142,4.7215,5.2486,5.5197,45.4478,44.6780,47.0461,45.6198,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Misch-d_1_BA,2016-05-24 11:32:09,1,1,TRACE10,450.943,268.598,-22.235,-,16.2711,16.6036,16.6754,16.5488,,42.8750,43.0543,42.5365,42.5306,,45.2552,45.4902,45.1311,44.8369,,47.6014,47.9739,47.3332,47.2488,,,58.3313,57.1637,58.5422,,,55.9583,54.7635,56.0140,,,53.5231,52.2972,53.8202,,0.3979,0.4487,0.3482,0.3965,,0.4932,0.5602,0.4320,0.4940,,3.1846,3.4797,3.1065,3.4641,,1.5444,1.6175,1.5269,1.9394,,1.6403,1.8623,1.5796,1.5247,,2.9380,3.3330,2.7035,3.0891,,0.6044,0.5942,0.6308,0.6833,0.7333,0.7858,0.7471,0.7876,0.8500,0.9243,5.9571,5.0938,5.0571,5.6893,6.0276,3.1127,2.4622,2.5011,2.8001,3.0238,2.8444,2.6316,2.5560,2.8892,3.0038,5.2185,4.7976,4.8645,5.3457,5.6452,45.2382,45.5141,44.9349,44.8897,,
